comment_id,issue_id,author_id,body,created_at
f2cc6695-4da5-4cfd-89bc-1ef5b6620d87,e3fea5de-0d8a-470e-b940-864d66ffbd1b,73a7ea69-9a86-4e9e-bd65-ed3f7e2d84a2,Repro steps added; please verify in staging.,2025-05-01T11:19:32.357847
0b2f7734-5f56-4ea9-a691-7e785d8bb6e0,37c59737-c3e9-4887-b28f-c0e9a4f05d62,d24d6ce7-33c9-4073-8caa-cced70c06e6f,Validated locally; requesting peer review.,2025-06-25T19:27:32.357847
ad3ae852-e89e-45f9-aa54-53627800c2a0,8faedff0-d23e-4b37-8c95-a944ef7c4f17,57bd3394-14f0-4bcf-ab83-841eec5609b4,Needs clarification on acceptance criteria.,2026-01-08T23:57:32.357847
cf94ec46-6981-44a2-bcb8-0464c090f508,7a9ee8bc-93dc-4ccb-8435-022a8cdf3300,bdbc8446-ba74-43c1-ad40-3f988e262162,Customer impact confirmed; prioritize for current sprint.,2025-11-10T15:06:32.357847
72a1bcba-fde7-462b-b463-5424ea3c07b0,410fcdbf-f618-4baf-9dc7-6c3dc1cef81d,ecab067f-e894-42b7-9fb3-71e2e447b126,Dependency pending from another team; tracking ETA.,2025-12-26T09:59:32.357847
ea1c5aa2-2058-4c26-bac4-d6b04bc0d34f,73a9da62-1d77-4542-b040-85d3cfba244e,8671c260-f6ec-44ee-bac2-bc64f80dc560,Needs clarification on acceptance criteria.,2025-05-14T06:39:32.357847
6542324e-dde8-40f8-a2f0-89452b979fce,ec856587-d1a3-4297-9340-27988f392bb3,8610ebbd-8c06-4cbb-a062-d5a5f0a89f31,Dependency pending from another team; tracking ETA.,2025-10-18T18:44:32.357847
181f7484-8588-48ce-a01f-b4b72f7f4c2d,de8b09e2-575a-40da-bcdf-c4e931e443e3,631394fc-ad61-4f35-ac00-c206666d050f,Repro steps added; please verify in staging.,2025-06-10T19:26:32.357847
b6dc55e1-fa22-4d8c-bd23-c0a4b9176cd6,6a8dccbc-4980-459f-a57d-7ab200130fe0,f17bed13-b724-48a5-ab38-df59e258cd65,Edge case discovered; updating test coverage.,2025-10-07T20:44:32.357847
5d90b3ee-7f12-4361-8fc8-b5206510a723,e34ada7f-cd12-41df-9f30-768f51e93045,bdbc8446-ba74-43c1-ad40-3f988e262162,Edge case discovered; updating test coverage.,2025-09-22T16:02:32.357847
33e22ab9-b44f-44de-b79c-e3d9193eb629,e34ada7f-cd12-41df-9f30-768f51e93045,97d0becf-2637-46ac-a2cd-6eee718074d0,Edge case discovered; updating test coverage.,2025-09-03T19:02:32.357847
d23d3fdb-6975-44aa-a58c-fbf8bb2966f0,2725693e-b853-4aee-aee8-b1bff9598dd9,bebdb131-5c8d-441b-9e35-3370b9fae4d4,Needs clarification on acceptance criteria.,2025-08-15T17:23:32.357847
67920fed-a4f8-4e46-b768-2911a1788711,6d5a18f6-e13c-44bb-9dfb-db54f4bffdba,4eb2e815-ed19-44fd-8bf3-9f8d2f29629a,Dependency pending from another team; tracking ETA.,2025-11-02T00:24:32.357847
2aa6d9c6-7e31-4fe7-bddc-19b46856fd66,d3d6bbc5-981c-456d-92f9-9e9f29dce048,63783a28-0550-4351-b81d-07ec93eac18d,Dependency pending from another team; tracking ETA.,2025-07-18T05:30:32.357847
ffcfc7ed-fa6e-4821-b481-e3fa540a3bd0,e34ada7f-cd12-41df-9f30-768f51e93045,395b5268-03e3-400d-8706-bdcbd852517d,Edge case discovered; updating test coverage.,2025-09-12T20:02:32.357847
2cda2448-64a3-46a5-9aca-de0c9f4c2888,1cf7f92d-5515-4f89-a7b8-ac425f862a2d,5cf53f0b-ea61-4558-9ca8-fada6d8f1f6a,Repro steps added; please verify in staging.,2025-11-07T20:47:32.357847
7a49363b-2819-4f40-9c82-c7888058adf1,34a15e55-ea60-499c-bc2c-aff6915cc8f7,9ba2392b-6cb0-4504-93db-73fb58437933,Validated locally; requesting peer review.,2025-09-26T16:40:32.357847
6af27529-0290-47e9-8af7-e040513d0053,8a06a30c-ebf3-41bd-8a36-5e7ddf1e5a28,10ed9c8e-76d3-44a9-b474-e8aadf19801f,Repro steps added; please verify in staging.,2025-04-18T15:45:32.357847
bc755158-a4cb-4398-b9a0-b948a68f6a5e,abe53bb2-8117-4f0c-806d-3cd07f0f998b,5c7f18c4-8814-4ff4-a0de-2ed38a095b9b,Validated locally; requesting peer review.,2025-12-12T02:14:32.357847
b32c88a7-43d8-476f-b41e-f264e3b2d3e4,5be66215-4536-4691-a84c-1dc2c6fbf0aa,3a5bfe08-cb96-423f-b39e-ae5aaad6eda8,Needs clarification on acceptance criteria.,2025-07-09T16:41:32.357847
ca2067ac-84d2-4afa-8578-1e74a288a5bf,952c430c-bfba-4a5b-9b93-0e92c02acbc1,e57d46e5-4203-497c-968e-aa1e6842d3d2,Needs clarification on acceptance criteria.,2026-01-03T19:49:32.357847
a0897a37-a3c1-4238-beaf-c84e9c79096b,008e7b4e-3e77-495a-8f8e-c629dd456d3b,47654c82-a5d3-4932-9463-cbf70f0dc73e,Repro steps added; please verify in staging.,2025-07-09T16:08:32.357847
33ac7436-fa1c-4c96-9bc7-81eef07621a4,74ca4121-d6bb-4458-9e7f-463141405ded,29ceedc7-4293-483b-91bc-797236af1daf,Edge case discovered; updating test coverage.,2025-10-18T05:38:32.357847
770b6dfd-3a84-4c60-bab4-610bc66865e6,91c9c340-b107-4c05-81f1-f8daef024c69,dff7d2cf-f745-4ab3-9088-c20eb2c33379,Customer impact confirmed; prioritize for current sprint.,2025-09-02T12:31:32.357847
9d145061-b527-44ef-86eb-0f0ce4491595,5673dae2-9ca9-4b34-b8a3-0158947f7bb2,e238e391-5624-4fb1-851f-4830a7dd0a7b,Needs clarification on acceptance criteria.,2025-08-25T16:10:32.357847
4b1c96e0-be90-4799-806a-dfb43e6f8609,78a0298d-d7df-4851-95b2-3c5fe8834029,f821bc02-6dca-41b1-9a68-f8edcc4053aa,Customer impact confirmed; prioritize for current sprint.,2025-10-03T19:36:32.357847
db5ad288-9bc7-4528-b2a3-0a1f0b6489cc,4dc3ba84-78e8-4bc6-85c2-dcb98ca5f920,2c384ff8-cc18-45f8-8cca-8d7f141a01d0,Edge case discovered; updating test coverage.,2025-12-16T07:29:32.357847
c26150a0-6319-419a-9d91-c672a9872678,120b49cf-10dd-4540-abd6-f71664cfbe0a,09c5f19d-2f0a-4905-ac21-ec3a3cc04bb1,Dependency pending from another team; tracking ETA.,2025-07-09T03:39:32.357847
0a867831-c6cd-4147-b1a7-8a6a8c852cb5,6966693c-b43c-4b96-954b-16df6a677363,566b4a56-d19c-4afe-bf1c-b5f59a6d10b5,Edge case discovered; updating test coverage.,2025-11-27T10:57:32.357847
58eadc46-0d17-44db-b730-ae2d7a46ce25,01d36e51-4441-4e33-8491-22d754305d21,dd0ee5c0-2c57-42aa-8085-4dd47b71b925,Validated locally; requesting peer review.,2025-04-06T18:36:32.357847
10bdf21a-66e8-4ac1-b473-0c4a0583dfba,0fc31a75-93e9-4d5d-933f-2981f736d872,df7b91be-2194-4607-b1f0-0a637fee47de,Edge case discovered; updating test coverage.,2025-08-15T01:43:32.357847
2e3c0b01-b1be-4aa1-9b90-c1c3db4bd1f4,4ada7efa-dbc6-43d6-ae38-c91f1a2ac0a9,a7656b43-a37b-430d-ade0-5419d4ae3da1,Validated locally; requesting peer review.,2025-09-20T15:54:32.357847
8506dd66-5c6d-432c-8a1c-c89a03124681,4ba16c69-c400-441d-a220-3b93cf469907,a1fbf57d-514a-470c-894f-1d9263c090b4,Customer impact confirmed; prioritize for current sprint.,2025-11-07T10:42:32.357847
5120a78e-bf88-47ae-b0cb-7068457a2f47,2f3b3ab8-4a2c-4f3e-a5b1-0b0aaeaa5690,dfb04dc9-f1dc-4f6d-a422-1fff1d918dc0,Needs clarification on acceptance criteria.,2025-11-24T13:19:32.357847
395a3d71-0c51-49be-9277-cb97923932ec,56e4a32d-5c41-455a-a747-29563046b2c9,b0c454b8-e3b0-447c-b351-923b66ccb138,Dependency pending from another team; tracking ETA.,2025-07-28T12:18:32.357847
7aecae74-0a1f-4627-9cb6-cc24d3a66ce6,4c355e66-1e64-4d08-b07f-dc6a641b0d76,09abd41f-01d5-461a-b8eb-31f9b7480a9a,Dependency pending from another team; tracking ETA.,2025-09-07T04:37:32.357847
d41bd6a8-d70c-471c-96bd-3985fcb860c9,d5fc2ade-fccb-4205-9135-3b85fceb3031,b7bc0c33-0a25-466a-8450-465fe8adfe6b,Customer impact confirmed; prioritize for current sprint.,2025-10-25T20:22:32.357847
fae804eb-bed0-434e-8b13-9b7b75df5abd,24369fe6-11ca-4091-a540-87e451aaafe2,4471af19-53e4-4879-8797-f75e76373e9b,Dependency pending from another team; tracking ETA.,2025-11-17T09:38:32.357847
6128e9aa-35e1-4a7c-97f9-62e2e0d67b3c,ec856587-d1a3-4297-9340-27988f392bb3,32f2be91-b860-42c6-9437-ce87211d8a69,Validated locally; requesting peer review.,2025-09-28T04:44:32.357847
5e3a5407-718b-4e39-9d3a-241725dbc5c4,f0e6c7af-718e-43ae-99b0-6feb99efe369,ed49e0d4-4ea1-4631-a261-244d3c640529,Repro steps added; please verify in staging.,2025-08-26T12:51:32.357847
644836ad-987c-493a-a535-94f567d872a8,c10d2946-9603-4779-8b67-9c7159273ada,e52b117b-ef01-4a68-9758-73e560659405,Validated locally; requesting peer review.,2026-01-25T17:36:32.357847
ea649a03-d2f7-4d4a-821d-316acf8cf15f,e8ad63ca-87ab-4547-9461-d96ae4d767e0,27210e2d-f600-4a72-9223-8abc4a6cb83b,Dependency pending from another team; tracking ETA.,2025-08-03T09:30:32.357847
d714e442-5036-47f1-b6bd-66a89feb36a2,56e4a32d-5c41-455a-a747-29563046b2c9,b31eaff9-ee5d-48ef-b7ee-687285df3dc0,Validated locally; requesting peer review.,2025-08-10T22:18:32.357847
7561e351-65d8-4549-ba14-8f14409ab69a,6a8dccbc-4980-459f-a57d-7ab200130fe0,dc442fe3-2f11-49f1-b55c-748b20e61be8,Customer impact confirmed; prioritize for current sprint.,2025-09-28T06:44:32.357847
6bc3fcea-5447-4685-9bed-0062097be26c,5802c6e2-30a0-4226-9225-ddeb3c5ce983,17b595b8-e800-4412-bc6d-03ee82792e10,Needs clarification on acceptance criteria.,2025-12-01T06:58:32.357847
8123c5c8-7e0b-4ebd-bafc-4f2c3c10724e,3184f5ae-afe9-4592-8346-a60d08f721cd,ea249f94-fa46-400d-b2ac-d6456b29b9dd,Needs clarification on acceptance criteria.,2025-08-31T03:38:32.357847
95510451-0307-4bef-94e5-9877cc5d79a1,78dfda63-5c33-4159-98d4-582db4559585,64a188e5-09bc-4324-ae78-b7167441c142,Repro steps added; please verify in staging.,2025-05-09T07:27:32.357847
f01c90b7-18c0-4b94-85c9-7cbe989d55cc,78a0298d-d7df-4851-95b2-3c5fe8834029,73a7ea69-9a86-4e9e-bd65-ed3f7e2d84a2,Validated locally; requesting peer review.,2025-10-09T13:36:32.357847
926ada7a-7eff-47e4-9454-43c59becabcb,cd676d06-8a52-43d4-afb6-f5d8677e1069,fd7d0227-3e7d-44ab-a45a-c60a92f648d9,Needs clarification on acceptance criteria.,2025-10-18T20:06:32.357847
5f1b367e-1c0b-4dc0-820a-aa267bb916c7,1f87a5c2-aae0-4fe9-9f2a-e0bcf015daf0,b547b5db-adb1-42d5-8992-532498f4cbaa,Dependency pending from another team; tracking ETA.,2025-10-28T10:45:32.357847
ce37e6e4-7f26-44c5-a589-c61703606ca4,c84cfcbe-98f8-41da-a705-cc89b84afd33,73899a63-1ad4-47a9-8ac8-be41dc406e23,Dependency pending from another team; tracking ETA.,2025-05-30T20:21:32.357847
f09412da-6af8-4083-a1f5-007059c8acf7,99774917-31df-4b0a-aebc-ac4b2024e429,b9587822-329a-4b88-92a3-4456c8cf7184,Needs clarification on acceptance criteria.,2026-01-14T10:35:32.357847
359ca260-277e-4e2c-bafd-6e5dad4cf552,8c29164b-8a73-4d90-b869-fc976f6782f5,73b37fe4-f9cb-4134-a799-afb8b97f24cc,Edge case discovered; updating test coverage.,2025-06-30T04:59:32.357847
7e0ecdac-bbfc-40c4-b656-d860af7989b6,85c2b6ad-a923-49af-8eda-0956a50e4e7c,97d0becf-2637-46ac-a2cd-6eee718074d0,Needs clarification on acceptance criteria.,2025-08-19T17:45:32.357847
c7720b32-d4da-4561-ae78-18ddd4b116cd,9987e8c7-a38b-423d-8983-7b2baa98a1f3,92f5a2d3-7f50-46e5-9370-b4d0c77dfc7d,Dependency pending from another team; tracking ETA.,2025-07-19T05:48:32.357847
22544e96-92f1-4c5b-9772-73421209415b,b2e9d794-1878-4e0d-8893-50d2af7dc3ad,53b3eec3-607f-4854-9f2a-e3c280baa0c6,Repro steps added; please verify in staging.,2025-06-07T16:55:32.357847
012f3ce7-ba13-4a7e-8fa8-1f96893e4d0b,8c3544a5-6d37-4731-8b82-b0ea85861dfb,bdbc8446-ba74-43c1-ad40-3f988e262162,Needs clarification on acceptance criteria.,2025-10-23T12:53:32.357847
0efc68da-bff7-42c8-a26d-2d93f8b21548,d5400964-a0b2-4cec-85c3-b4dc9dc41938,b072f140-8958-47b5-9ebe-f2b87000ca07,Edge case discovered; updating test coverage.,2025-06-28T14:40:32.357847
0e305199-7b8c-42a1-9ec8-70b09ef40f92,78dfda63-5c33-4159-98d4-582db4559585,64a188e5-09bc-4324-ae78-b7167441c142,Repro steps added; please verify in staging.,2025-05-15T04:27:32.357847
fed18bfb-804d-4783-a582-b93e77205ec3,da8668e4-dbea-48fe-bfd2-64b0d9422c0c,f13f1641-5e2a-4fb3-b921-c51475cdb5f4,Edge case discovered; updating test coverage.,2025-06-30T16:04:32.357847
6c5b617b-ab72-45f5-a3fb-d82b9b1ba6a9,d64e5e5a-7665-4c3d-b117-dcdde06d5965,de01f742-9465-45e2-b6f5-dd06f22124e6,Dependency pending from another team; tracking ETA.,2025-11-04T15:37:32.357847
31f5051f-6586-4375-bc72-b9af88cd7953,4254d609-08ac-4484-809f-25bc0c77ca5b,28146158-be96-4278-be26-dcc6744a99b8,Validated locally; requesting peer review.,2025-04-03T06:58:32.357847
713e801a-e415-4b34-b1ea-a539f44aa1d2,3fb8734b-a5f0-4659-b56d-2bf7e6be821e,c18d0d17-435d-47e6-8493-c32e65c84ead,Edge case discovered; updating test coverage.,2025-05-17T10:39:32.357847
e0b03075-a559-43ca-8650-ca9227fdbaf7,2725693e-b853-4aee-aee8-b1bff9598dd9,106ddb39-bf3d-4862-96d2-4e17930445f0,Customer impact confirmed; prioritize for current sprint.,2025-08-16T12:23:32.357847
d41c178c-91ba-4628-b0fb-eae79edd6322,865bad29-be7e-4761-9548-d4c485065cb0,90773d03-0648-48d2-a7d6-91ec91937767,Edge case discovered; updating test coverage.,2025-12-06T10:58:32.357847
2a6a8687-303c-42cc-afa0-b6854085e5f9,3eb3fafa-989b-4fbd-beec-1dc540a40877,79313dbe-80ea-4f2e-8fdb-838b135ebcd9,Edge case discovered; updating test coverage.,2025-08-21T08:33:32.357847
d0f3c711-3058-40e4-8bad-77c732202cd8,88f8b7ad-df0e-4ddd-b5f9-73da5925b55c,9c91ed5d-bcae-4eb5-a6f7-4c1eb94ff1ea,Needs clarification on acceptance criteria.,2025-07-27T11:41:32.357847
e795b7f6-aa97-46c2-84f1-ca6768c4a2b5,bb28a031-7d33-42b5-9624-18a27ec55cf7,3dd774d1-a439-4ed4-ac5d-2085afac01d5,Repro steps added; please verify in staging.,2025-11-17T06:50:32.357847
61e0e09a-073f-433c-a706-ba6fa212c646,a98eae2a-6063-4867-9183-efc81fba88b4,97d0becf-2637-46ac-a2cd-6eee718074d0,Validated locally; requesting peer review.,2025-08-13T07:37:32.357847
84b4e87a-05bd-4473-8724-95576ac407a5,4e769dce-0baf-420f-b3d3-7cf2e04731a3,cf369555-9185-418a-9f83-ce31d6b543a1,Customer impact confirmed; prioritize for current sprint.,2025-05-06T13:28:32.357847
3b956d69-931e-46d4-bb8b-c28b675eca91,fff12719-0cb9-47ee-b76d-67dc37d7fb88,303368b9-b572-421b-8daa-e27bfa9f7283,Customer impact confirmed; prioritize for current sprint.,2025-05-09T21:59:32.357847
5bc9ad33-dd9d-4bf7-adee-31d163052a8a,d1329bad-fc61-4c35-af3e-d737e260d324,ae3bb51e-5c6b-48c8-9af5-b8f8904227c6,Validated locally; requesting peer review.,2025-11-21T22:03:32.357847
ad9733c6-23f5-4b74-93b1-c95f86e2edc5,797ab92e-4215-458e-9c97-8e7e9c450ffe,f94bf28d-8a4e-4eac-8771-d98810a771e9,Customer impact confirmed; prioritize for current sprint.,2025-11-23T15:38:32.357847
33dc0db3-196f-41db-bf23-771198fca06f,fc01e65d-79a7-4666-95f8-bd666e764f2d,3dd774d1-a439-4ed4-ac5d-2085afac01d5,Dependency pending from another team; tracking ETA.,2026-02-04T05:27:32.357847
7dca51c0-4d13-4e9c-8adc-07d26f09f9b4,74d4d7ab-48ee-4013-ac88-5b641b71d7d8,15f0ac69-0996-47a7-b823-681b50548f27,Repro steps added; please verify in staging.,2026-02-01T02:24:32.357847
7febce4d-9fbf-4bcb-b957-3dbc9d6cb104,1661f845-ffd3-44df-9c56-1fe109980a41,ef904503-e8ad-423b-93a9-9832411a8278,Dependency pending from another team; tracking ETA.,2025-04-18T10:22:32.357847
b835a291-2356-4dbc-a84d-68121f381ddb,fbe7126c-d676-4cd5-b792-adb402130f19,166b7362-131d-405f-bce6-ff144f34abb5,Validated locally; requesting peer review.,2025-09-08T05:44:32.357847
09404ced-6828-4612-b885-8e92a525d006,9902653e-c6f7-466b-88f7-f8e4465a7564,73899a63-1ad4-47a9-8ac8-be41dc406e23,Dependency pending from another team; tracking ETA.,2025-07-12T16:41:32.357847
9bdaf12b-9d01-4723-ada0-25d7244d3d3a,d28022e0-44d2-44cb-8ab6-d29ce22c2dd8,5fda3c06-aac1-471a-9440-ed7e0614d11e,Repro steps added; please verify in staging.,2026-01-08T01:13:32.357847
da5ae26b-e3d3-4fe4-87e7-169028c4e0de,909802d7-c135-44cf-aaa9-5b0359b0830a,69441462-ca99-4443-a49a-bdcb8d7e7787,Needs clarification on acceptance criteria.,2025-04-24T07:13:32.357847
eb5f16fa-867e-42c3-821f-3c9556530725,6c74ef6a-e4e9-46f4-92cd-9ae5cb18927f,485de411-dcda-4224-be63-76582fdfc6e2,Repro steps added; please verify in staging.,2025-08-18T21:32:32.357847
2f61348d-f5e5-4f50-b6f3-c7e2cef776af,a9525116-283a-4ed6-8d19-bf4807a9f69b,0cb776a1-73e9-47c3-9657-270f51572ee6,Edge case discovered; updating test coverage.,2026-01-15T19:38:32.357847
7eddd63c-00f8-4427-a854-28147fdd97f9,4dee7b94-6721-4fb9-abdc-66fabda7d559,565d613b-94e8-4176-9b5f-d73ce6741776,Validated locally; requesting peer review.,2025-07-01T10:05:32.357847
1a6df52e-ab72-4e34-addc-a97973d2741c,06d4286c-633c-465f-882b-d7db35d2de96,15687db6-d51d-4cd0-a62f-78ed61e2517b,Repro steps added; please verify in staging.,2025-08-15T20:40:32.357847
e55d099a-cd90-4f11-bfca-54c042fdfe4e,af35da00-ea82-409e-9bd5-a0c4c5aa7aa1,bf65b9ab-a4a6-4ebe-8536-795a076b396c,Edge case discovered; updating test coverage.,2025-05-29T23:34:32.357847
7bdf9b37-65de-42ff-ae02-cd40daacdf99,34f35b39-017f-433d-8a36-74f5702f89c1,9100fe3a-a319-4c9b-b4c2-9523e38f9c0c,Repro steps added; please verify in staging.,2025-05-17T22:31:32.357847
65139d9b-d831-4b23-bfb0-93ed65f9aff5,54faf847-af06-4984-9146-5bec0bc8b2cb,09abd41f-01d5-461a-b8eb-31f9b7480a9a,Needs clarification on acceptance criteria.,2025-04-29T05:14:32.357847
ebaead52-2fcf-4b61-8f72-198f89f82b6c,48aae554-9abd-4b0f-8720-4442746e7512,26f534da-8261-45cb-8ede-b02e997eba41,Dependency pending from another team; tracking ETA.,2025-10-09T14:20:32.357847
6f161872-46d5-40b6-9bbf-044326514e84,627f8c4b-b820-458b-a1ba-a3a90f046c2b,206f0478-218f-423c-8a39-d95490510da3,Repro steps added; please verify in staging.,2026-02-09T00:14:32.357847
6278a1e9-4cd1-4a50-a62e-563b80c3b7fb,24408dfc-7049-4536-9553-d9e877253dd5,463a1c73-bfef-49e9-85c6-78ec5e4bba2e,Needs clarification on acceptance criteria.,2025-05-12T11:04:32.357847
e12c2f2d-4e68-4085-b4bd-0e5f6abfc83a,68df0b53-dfd0-4993-9605-65aa2f7fd1aa,8da17af8-d79a-405a-8186-7daa45170ad9,Customer impact confirmed; prioritize for current sprint.,2025-12-24T08:51:32.357847
72f3e68a-f26e-4f43-9f99-03dda80416df,a2220821-8117-4fc6-86cd-53d66ebffad2,395b5268-03e3-400d-8706-bdcbd852517d,Validated locally; requesting peer review.,2025-08-31T08:48:32.357847
0f4472fa-0a23-4260-9c04-04c8e8862831,74d77eec-2d2a-41d0-b8a9-15c4c97fbf9a,62cb7e50-288b-4e86-ba91-2641bdebb174,Customer impact confirmed; prioritize for current sprint.,2025-09-09T02:08:32.357847
c638ecbc-aa1f-44f9-a214-f6ebab297f04,2dc970f5-948e-4c64-a1ea-399be4e95bd0,5bc0d6a6-72f0-4872-83a1-d82bcab627e0,Validated locally; requesting peer review.,2025-11-17T18:37:32.357847
0c27edbd-94f4-4cdc-a4e8-967d3939ee87,efd8ffd7-ceca-4ce1-a2f9-c15610bea6ec,03f6c768-2452-4dad-ac81-769655738bcf,Customer impact confirmed; prioritize for current sprint.,2025-08-27T11:15:32.357847
8c88cada-e1db-4bd3-b4c3-a59623444af0,8956bb63-f3c2-4786-b13d-141c0b7eb8cb,25bcfb57-79a5-4a80-b1ff-3a5c39a200e4,Customer impact confirmed; prioritize for current sprint.,2025-11-10T16:16:32.357847
72422947-7b3e-4241-b17c-fdf2eb835d5f,8f12d81c-0613-400e-ad04-8fb1d84e0a8e,94a1a888-ff17-4c9f-81cf-8b8d2b614dde,Repro steps added; please verify in staging.,2025-09-04T03:56:32.357847
